facility_id,facility_name,address,city_town,state,zip_code,county_parish,telephone_number,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_promoting_interoperability_of_eh_rs,meets_criteria_for_birthing_friendly_designation,hospital_overall_rating,hospital_overall_rating_footnote,mort_group_measure_count,count_of_facility_mort_measures,count_of_mort_measures_better,count_of_mort_measures_no_different,count_of_mort_measures_worse,mort_group_footnote,safety_group_measure_count,count_of_facility_safety_measures,count_of_safety_measures_better,count_of_safety_measures_no_different,count_of_safety_measures_worse,safety_group_footnote,readm_group_measure_count,count_of_facility_readm_measures,count_of_readm_measures_better,count_of_readm_measures_no_different,count_of_readm_measures_worse,readm_group_footnote,pt_exp_group_measure_count,count_of_facility_pt_exp_measures,pt_exp_group_footnote,te_group_measure_count,count_of_facility_te_measures,te_group_footnote
050136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,(707) 778-1111,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,3,,7,5,0,5,0,,8,3,0,3,0,,11,7,2,5,0,,8,8,,12,10,
050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,(818) 375-2000,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,Y,3,17,7,NA,NA,NA,NA,5,8,6,1,4,1,,11,1,0,1,0,,8,8,,12,4,
050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,(323) 783-4011,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,Y,3,17,7,1,0,1,0,,8,7,1,6,0,,11,2,0,2,0,,8,8,,12,4,
050139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,(562) 461-6007,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,Y,3,17,7,NA,NA,NA,NA,5,8,7,1,6,0,,11,1,0,1,0,,8,8,,12,4,
050140,KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,9961 SIERRA AVE,FONTANA,CA,92335,SAN BERNARDINO,(909) 427-5500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,17,7,1,0,1,0,,8,7,1,6,0,,11,1,0,1,0,,8,8,,12,4,
050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,MONTEREY,(831) 624-5311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,7,0,7,0,,8,7,0,7,0,,11,11,0,9,2,,8,8,,12,11,
050149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015,LOS ANGELES,(213) 748-2411,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,4,,7,4,0,4,0,,8,6,1,5,0,,11,5,0,5,0,,8,8,,12,8,
050150,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,CA,95945,NEVADA,(530) 274-6000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,3,,7,5,0,5,0,,8,6,0,6,0,,11,9,0,9,0,,8,8,,12,10,
050152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,SAN FRANCISCO,CA,94109,SAN FRANCISCO,(415) 353-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,3,,7,4,0,4,0,,8,5,1,4,0,,11,6,0,5,1,,8,8,,12,7,
050158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,CA,91436,LOS ANGELES,(818) 995-5000,Acute Care Hospitals,Proprietary,No,Y,,4,,7,2,2,0,0,,8,3,0,3,0,,11,3,0,2,1,,8,8,,12,6,
050159,VENTURA COUNTY MEDICAL CENTER,300 HILLMONT AVENUE,VENTURA,CA,93003,VENTURA,(805) 652-6075,Acute Care Hospitals,Government - Local,Yes,Y,Y,2,,7,5,0,5,0,,8,7,0,7,0,,11,9,0,9,0,,8,8,,12,8,
05015F,60th Medical Group (Travis AFB),103 Bodin Circle,Fairfield,CA,94533,SOLANO,(707) 423-7300,Acute Care - Department of Defense,Department of Defense,Yes,,,NA,22,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,22,NA,NA,22,NA,NA,22
050167,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,FRENCH CAMP,CA,95231,SAN JOAQUIN,(209) 468-6000,Acute Care Hospitals,Government - Local,Yes,Y,,1,,7,5,0,5,0,,8,6,1,4,1,,11,7,0,7,0,,8,8,,12,9,
050168,PROVIDENCE ST. JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,FULLERTON,CA,92835,ORANGE,(714) 992-3000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,4,,7,7,0,7,0,,8,7,2,5,0,,11,11,2,9,0,,8,8,,12,10,
050169,PIH HEALTH HOSPITAL-WHITTIER,12401 WASHINGTON BLVD,WHITTIER,CA,90602,LOS ANGELES,(526) 698-0811,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,6,0,6,0,,8,8,2,6,0,,11,10,0,9,1,,8,8,,12,10,
050174,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,SANTA ROSA,CA,95405,SONOMA,(707) 525-5300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,7,0,7,0,,8,7,1,5,1,,11,11,2,8,1,,8,8,,12,11,
050179,EMANUEL MEDICAL CENTER,825 DELBON AVE,TURLOCK,CA,95382,STANISLAUS,(209) 667-4200,Acute Care Hospitals,Proprietary,Yes,Y,Y,1,,7,6,0,5,1,,8,7,1,4,2,,11,10,1,6,3,,8,8,,12,9,
050180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,WALNUT CREEK,CA,94598,CONTRA COSTA,(925) 939-3000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,4,,7,6,2,4,0,,8,8,2,6,0,,11,10,0,10,0,,8,8,,12,9,
050191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,LOS ANGELES,(562) 491-9000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,3,,7,6,0,6,0,,8,5,0,5,0,,11,7,0,5,2,,8,8,,12,8,
050192,ADVENTIST HEALTH REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,(559) 638-8155,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,Y,NA,16,7,1,0,1,0,,8,1,0,1,0,,11,2,0,2,0,,8,8,,12,7,
050194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,(831) 724-4741,Acute Care Hospitals,Proprietary,Yes,Y,Y,1,,7,4,0,3,1,,8,2,0,2,0,,11,6,0,5,1,,8,8,,12,8,
050195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,(510) 797-1111,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,Y,2,,7,7,0,6,1,,8,7,1,6,0,,11,11,0,7,4,,8,8,,12,9,
050197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,(650) 367-5551,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,7,1,6,0,,8,5,1,4,0,,11,9,1,7,1,,8,8,,12,8,
050204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,(661) 382-5000,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,,7,6,0,6,0,,8,7,0,6,1,,11,7,1,6,0,,8,8,,12,8,
05020F,NH Camp Pendleton,200 Mercy Circle,Camp Pendleton,CA,92055,SAN DIEGO,(760) 725-1288,Acute Care - Department of Defense,Department of Defense,Yes,,,NA,22,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,22,NA,NA,22,NA,NA,22
050211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,(510) 522-3700,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,,4,,7,4,0,4,0,,8,4,0,4,0,,11,4,0,4,0,,8,8,,12,6,
050222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,(619) 502-5800,Acute Care Hospitals,Proprietary,Yes,Y,Y,4,,7,7,1,6,0,,8,7,2,5,0,,11,11,0,9,2,,8,8,,12,9,
050224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,ORANGE,(949) 764-4624,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,7,1,6,0,,8,7,3,4,0,,11,10,0,8,2,,8,8,,12,11,
050226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM,CA,92801,ORANGE,(714) 774-1450,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,5,0,5,0,,8,6,1,5,0,,11,8,0,7,1,,8,8,,12,7,
050228,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,SAN FRANCISCO,(415) 206-8000,Acute Care Hospitals,Government - Local,Yes,Y,Y,2,,7,6,0,6,0,,8,7,0,7,0,,11,10,0,8,2,,8,8,,12,9,
05022F,NMC San Diego,34800 Bob Wilson Drive,San Diego,CA,92134,SAN DIEGO,(619) 532-6400,Acute Care - Department of Defense,Department of Defense,Yes,,,NA,22,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,22,NA,NA,22,NA,NA,22
050230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,12601 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,ORANGE,(714) 537-5160,Acute Care Hospitals,Proprietary,Yes,Y,,3,,7,2,0,2,0,,8,4,1,3,0,,11,5,0,4,1,,8,8,,12,6,
050231,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,POMONA,CA,91767,LOS ANGELES,(909) 865-9500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,6,0,6,0,,8,8,1,7,0,,11,10,2,8,0,,8,8,,12,9,
050232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,(805) 543-5353,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,7,0,6,1,,8,6,0,6,0,,11,9,1,8,0,,8,8,,12,10,
050234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CORONADO,CA,92118,SAN DIEGO,(619) 435-6251,Acute Care Hospitals,Proprietary,Yes,Y,,4,,7,3,0,3,0,,8,5,0,5,0,,11,6,0,6,0,,8,8,,12,7,
050235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA STREET,BURBANK,CA,91505,LOS ANGELES,(818) 843-5111,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,4,,7,6,2,4,0,,8,8,2,6,0,,11,10,1,6,3,,8,8,,12,8,
050236,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,2975 N SYCAMORE DR,SIMI VALLEY,CA,93065,VENTURA,(805) 955-6000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,3,,7,5,0,5,0,,8,7,1,6,0,,11,8,0,6,2,,8,8,,12,10,
050238,USC ARCADIA HOSPITAL,300 W HUNTINGTON DR,ARCADIA,CA,91006,LOS ANGELES,(626) 445-4441,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,6,1,5,0,,8,8,1,6,1,,11,8,0,5,3,,8,8,,12,8,
050239,GLENDALE ADVENTIST MEDICAL CENTER,1509 E WILSON TERRACE,GLENDALE,CA,91206,LOS ANGELES,(818) 409-8202,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,7,2,5,0,,8,7,5,2,0,,11,9,1,6,2,,8,8,,12,10,
050242,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,SANTA CRUZ,CA,95065,SANTA CRUZ,(831) 462-7700,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,7,0,7,0,,8,7,1,5,1,,11,11,0,11,0,,8,8,,12,9,
050243,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,CA,92262,RIVERSIDE,(760) 323-6511,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,,7,7,0,7,0,,8,7,1,6,0,,11,10,0,8,2,,8,8,,12,8,
050245,ARROWHEAD REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,COLTON,CA,92324,SAN BERNARDINO,(909) 580-1000,Acute Care Hospitals,Government - Local,Yes,Y,Y,3,,7,5,0,5,0,,8,7,3,4,0,,11,7,0,7,0,,8,8,,12,9,
050248,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,SALINAS,CA,93906,MONTEREY,(831) 755-4111,Acute Care Hospitals,Government - Local,Yes,Y,Y,3,,7,4,0,4,0,,8,6,1,5,0,,11,6,0,6,0,,8,8,,12,9,
050254,MARSHALL MEDICAL CENTER,1100 MARSHALL WAY,PLACERVILLE,CA,95667,EL DORADO,(530) 622-1441,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,5,0,5,0,,8,5,1,4,0,,11,9,0,9,0,,8,8,,12,11,
050257,GOOD SAMARITAN HOSPITAL,901 OLIVE DRIVE,BAKERSFIELD,CA,93308,KERN,(661) 399-4461,Acute Care Hospitals,Proprietary,No,,,NA,16,7,2,0,2,0,,8,2,0,2,0,,11,4,1,3,0,,8,NA,5,12,2,
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,,4,,7,4,0,4,0,,8,3,0,3,0,,11,6,1,5,0,,8,8,,12,5,
050261,SIERRA VIEW MEDICAL CENTER,465 W PUTNAM AVE,PORTERVILLE,CA,93257,TULARE,(559) 784-1110,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,1,,7,5,0,4,1,,8,5,0,5,0,,11,10,0,9,1,,8,8,,12,9,
050262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,LOS ANGELES,(310) 825-6301,Acute Care Hospitals,Government - State,Yes,Y,Y,5,,7,7,3,4,0,,8,8,2,6,0,,11,10,1,7,2,,8,8,,12,10,
050272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,SAN BERNARDINO,(909) 335-5500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,6,0,6,0,,8,7,0,7,0,,11,9,0,9,0,,8,8,,12,9,
050276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVENUE,MARTINEZ,CA,94553,CONTRA COSTA,(925) 370-5000,Acute Care Hospitals,Government - Local,Yes,,Y,4,,7,3,0,3,0,,8,6,0,6,0,,11,6,0,5,1,,8,8,,12,10,
050278,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,CA,91346,LOS ANGELES,(818) 365-8051,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,5,,7,6,0,6,0,,8,8,2,6,0,,11,10,0,10,0,,8,8,,12,8,
050279,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,92252,SAN BERNARDINO,(760) 366-3711,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,2,,7,3,0,3,0,,8,2,0,2,0,,11,4,0,4,0,,8,8,,12,9,
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,,2,,7,5,1,4,0,,8,4,0,4,0,,11,6,0,2,4,,8,8,,12,6,
050280,MERCY MEDICAL CENTER REDDING,"2175 ROSALINE AVE, CLAIRMONT HGTS",REDDING,CA,96001,SHASTA,(530) 225-6102,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,7,0,6,1,,8,7,2,5,0,,11,11,1,9,1,,8,8,,12,8,
050281,ALHAMBRA HOSPITAL MEDICAL CENTER,100 S RAYMOND AVE,ALHAMBRA,CA,91801,LOS ANGELES,(626) 570-1606,Acute Care Hospitals,Proprietary,No,Y,,4,,7,3,1,2,0,,8,5,1,4,0,,11,5,0,4,1,,8,8,,12,6,
050283,STANFORD HEALTH CARE - VALLEYCARE,5555 WEST LAS POSITAS BOULEVARD,PLEASANTON,CA,94588,ALAMEDA,(925) 447-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,7,0,7,0,,8,7,1,5,1,,11,9,2,7,0,,8,8,,12,11,
050289,AHMC SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,CA,94015,SAN MATEO,(650) 992-4000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,,1,,7,6,0,6,0,,8,5,0,4,1,,11,9,0,7,2,,8,8,,12,8,
050290,SAINT JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,SANTA MONICA,CA,90404,LOS ANGELES,(310) 829-5511,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,7,1,6,0,,8,7,2,5,0,,11,11,1,9,1,,8,8,,12,8,
050291,SUTTER SANTA ROSA REGIONAL HOSPITAL,30 MARK WEST SPRINGS ROAD,SANTA ROSA,CA,95403,SONOMA,(707) 576-4000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,5,,7,7,0,7,0,,8,7,0,7,0,,11,11,2,9,0,,8,8,,12,10,
050292,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,(951) 486-4000,Acute Care Hospitals,Government - Local,Yes,Y,Y,3,,7,5,0,5,0,,8,7,2,5,0,,11,7,0,7,0,,8,8,,12,10,
050295,MERCY HOSPITAL,2215 TRUXTUN AVENUE,BAKERSFIELD,CA,93301,KERN,(661) 632-5000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,3,,7,6,0,6,0,,8,8,2,6,0,,11,8,1,7,0,,8,8,,12,9,
050298,BARSTOW COMMUNITY HOSPITAL,820 E MOUNTAIN VIEW STREET,BARSTOW,CA,92311,SAN BERNARDINO,(760) 256-1761,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,,7,3,0,3,0,,8,3,0,3,0,,11,5,0,5,0,,8,8,,12,7,
050300,ST MARY MEDICAL CENTER,18300 HIGHWAY 18,APPLE VALLEY,CA,92307,SAN BERNARDINO,(760) 242-2311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,6,0,6,0,,8,7,1,5,1,,11,8,0,6,2,,8,8,,12,8,
050301,ADVENTIST HEALTH UKIAH VALLEY,275 HOSPITAL DRIVE,UKIAH,CA,95482,MENDOCINO,(707) 462-3111,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,3,,7,4,0,4,0,,8,6,0,6,0,,11,9,1,8,0,,8,8,,12,11,
050305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,2450 ASHBY AVENUE,BERKELEY,CA,94705,ALAMEDA,(510) 204-4444,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,6,0,6,0,,8,7,1,6,0,,11,9,1,8,0,,8,8,,12,10,
050308,EL CAMINO HOSPITAL,2500 GRANT ROAD,MOUNTAIN VIEW,CA,94040,SANTA CLARA,(650) 940-7000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,5,,7,7,1,6,0,,8,8,3,5,0,,11,11,0,11,0,,8,8,,12,11,
050309,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,ROSEVILLE,CA,95661,PLACER,(916) 781-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,6,0,4,2,,8,8,2,6,0,,11,10,2,7,1,,8,8,,12,8,
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,,4,,7,5,0,5,0,,8,3,0,2,1,,11,4,1,3,0,,8,8,,12,5,
050313,SUTTER TRACY COMMUNITY HOSPITAL,1420 NORTH TRACY BLVD,TRACY,CA,95376,SAN JOAQUIN,(209) 835-1500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,5,0,5,0,,8,5,1,4,0,,11,7,0,7,0,,8,8,,12,11,
050315,KERN MEDICAL CENTER,1700 MOUNT VERNON AVENUE,BAKERSFIELD,CA,93306,KERN,(661) 326-2000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,2,,7,1,0,1,0,,8,8,2,6,0,,11,7,0,7,0,,8,8,,12,8,
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,,4,,7,5,1,4,0,,8,4,0,4,0,,11,6,0,5,1,,8,8,,12,5,
050320,HIGHLAND HOSPITAL,1411 EAST 31ST STREET,OAKLAND,CA,94602,ALAMEDA,(510) 437-4800,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,1,,7,6,0,6,0,,8,6,1,3,2,,11,9,1,6,2,,8,8,,12,9,
050324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,9888 GENESEE AVENUE,LA JOLLA,CA,92037,SAN DIEGO,(858) 626-4123,Acute Care Hospitals,Physician,Yes,Y,Y,5,,7,7,1,6,0,,8,8,1,6,1,,11,9,1,8,0,,8,8,,12,10,
050327,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST,LOMA LINDA,CA,92354,SAN BERNARDINO,(909) 558-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,4,,7,7,0,7,0,,8,8,4,4,0,,11,11,1,9,1,,8,8,,12,9,
050329,CORONA REGIONAL MEDICAL CENTER,800 SOUTH MAIN STREET,CORONA,CA,92882,RIVERSIDE,(951) 737-4343,Acute Care Hospitals,Proprietary,Yes,Y,Y,3,,7,5,0,5,0,,8,5,1,4,0,,11,7,0,7,0,,8,8,,12,9,
050334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,93901,MONTEREY,(831) 757-4333,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,4,,7,7,0,7,0,,8,7,1,6,0,,11,11,1,10,0,,8,8,,12,10,
050335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,Y,4,,7,6,0,6,0,,8,5,1,4,0,,11,10,1,9,0,,8,8,,12,11,
