facility_id,facility_name,address,city_town,state,zip_code,county_parish,telephone_number,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_promoting_interoperability_of_eh_rs,meets_criteria_for_birthing_friendly_designation,hospital_overall_rating,hospital_overall_rating_footnote,mort_group_measure_count,count_of_facility_mort_measures,count_of_mort_measures_better,count_of_mort_measures_no_different,count_of_mort_measures_worse,mort_group_footnote,safety_group_measure_count,count_of_facility_safety_measures,count_of_safety_measures_better,count_of_safety_measures_no_different,count_of_safety_measures_worse,safety_group_footnote,readm_group_measure_count,count_of_facility_readm_measures,count_of_readm_measures_better,count_of_readm_measures_no_different,count_of_readm_measures_worse,readm_group_footnote,pt_exp_group_measure_count,count_of_facility_pt_exp_measures,pt_exp_group_footnote,te_group_measure_count,count_of_facility_te_measures,te_group_footnote
051310,ADVENTIST HEALTH HOWARD MEMORIAL,1 MARCELA DR,WILLITS,CA,95490,MENDOCINO,(707) 456-3031,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,,4,,7,4,0,4,0,,8,3,0,3,0,,11,7,0,7,0,,8,8,,12,6,
051311,ORCHARD HOSPITAL,240 SPRUCE STREET,GRIDLEY,CA,95948,BUTTE,(530) 846-5671,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,NA,16,7,1,0,1,0,,8,NA,NA,NA,NA,5,11,4,0,4,0,,8,NA,5,12,4,
051312,MOUNTAINS COMMUNITY HOSPITAL,29101 HOSPITAL ROAD,LAKE ARROWHEAD,CA,92352,SAN BERNARDINO,(909) 336-3651,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,1,0,1,0,,8,NA,5,12,3,
051314,KERN VALLEY HEALTHCARE DISTRICT,6412 LAUREL AVE,LAKE ISABELLA,CA,93240,KERN,(760) 379-2681,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,NA,16,7,1,0,1,0,,8,1,0,1,0,,11,3,0,3,0,,8,NA,5,12,3,
051315,TRINITY HOSPITAL,60 EASTER AVENUE,WEAVERVILLE,CA,96093,TRINITY,(530) 623-5541,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,3,0,3,0,,8,NA,5,12,2,
051316,FAIRCHILD MEDICAL CENTER,444 BRUCE STREET,YREKA,CA,96097,SISKIYOU,(530) 842-4121,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,1,,7,4,0,4,0,,8,3,0,3,0,,11,7,0,7,0,,8,8,,12,7,
051317,ADVENTIST HEALTH CLEARLAKE,15630 18TH AVE - HWY 53,CLEARLAKE,CA,95422,LAKE,(707) 994-6486,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,4,,7,3,0,3,0,,8,NA,NA,NA,NA,5,11,6,0,6,0,,8,8,,12,8,
051318,PROVIDENCE REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,FORTUNA,CA,95540,HUMBOLDT,(707) 445-8121,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,NA,16,7,2,0,2,0,,8,1,0,1,0,,11,5,0,5,0,,8,8,,12,5,
051319,MERCY MEDICAL CENTER OF MT SHASTA,914 PINE STREET,MOUNT SHASTA,CA,96067,SISKIYOU,(530) 926-6111,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,Y,3,,7,3,0,3,0,,8,1,0,1,0,,11,7,1,6,0,,8,8,,12,10,
051320,BANNER LASSEN MEDICAL CENTER,1800 SPRING RIDGE DRIVE,SUSANVILLE,CA,96130,LASSEN,(530) 252-2000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Y,NA,16,7,2,0,2,0,,8,1,0,1,0,,11,4,1,3,0,,8,8,,12,8,
051321,HEALDSBURG HOSPITAL,1375 UNIVERSITY AVENUE,HEALDSBURG,CA,95448,SONOMA,(707) 431-6500,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,NA,16,7,2,0,2,0,,8,1,0,1,0,,11,4,1,3,0,,8,NA,5,12,2,
051323,COLORADO RIVER MEDICAL CENTER,1401 BAILEY AVE,NEEDLES,CA,92363,SAN BERNARDINO,(760) 326-7162,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,2,0,2,0,,8,NA,5,12,3,
051324,NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,CA,93514,INYO,(760) 873-5811,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,3,,7,3,0,3,0,,8,2,0,2,0,,11,6,1,4,1,,8,8,,12,9,
051325,MENDOCINO COAST DISTRICT HOSPITAL,700 RIVER DRIVE,FORT BRAGG,CA,95437,MENDOCINO,(707) 961-1234,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,2,,7,3,0,2,1,,8,2,0,2,0,,11,9,0,9,0,,8,8,,12,7,
051326,PLUMAS DISTRICT HOSPITAL,1065 BUCKS LAKE ROAD,QUINCY,CA,95971,PLUMAS,(530) 283-2121,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,1,0,1,0,,8,NA,5,12,6,
051327,SENECA DISTRICT HOSPITAL,130 BRENTWOOD DRIVE,CHESTER,CA,96020,PLUMAS,(530) 258-2121,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,1,0,1,0,,8,NA,5,12,3,
051328,TAHOE FOREST HOSPITAL,10121 PINE AVE,TRUCKEE,CA,96161,NEVADA,(530) 587-6011,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,8,1,6,1,,8,8,,12,9,
051329,SUTTER LAKESIDE HOSPITAL,5176 HILL ROAD EAST,LAKEPORT,CA,95453,LAKE,(707) 262-5000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,4,0,4,0,,8,1,0,1,0,,11,6,2,4,0,,8,8,,12,11,
051330,MODOC MEDICAL CENTER,1111 N NAGLE STREET,ALTURAS,CA,96101,MODOC,(530) 233-5131,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,NA,16,7,1,0,1,0,,8,NA,NA,NA,NA,5,11,2,0,2,0,,8,NA,5,12,1,
051331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,CA,93463,SANTA BARBARA,(805) 688-6431,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,NA,16,7,1,0,1,0,,8,NA,NA,NA,NA,5,11,3,0,3,0,,8,NA,5,12,8,
051332,MARK TWAIN MEDICAL CENTER,768 MOUNTAIN RANCH RD,SAN ANDREAS,CA,95249,CALAVERAS,(209) 754-2515,Critical Access Hospitals,Voluntary non-profit - Other,No,Y,,2,,7,4,0,4,0,,8,2,0,2,0,,11,8,0,7,1,,8,8,,12,9,
051333,RIDGECREST REGIONAL HOSPITAL,1081 NORTH CHINA LAKE BLVD,RIDGECREST,CA,93555,KERN,(760) 446-3551,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,4,0,4,0,,8,NA,5,12,5,
051334,OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HWY,OJAI,CA,93023,VENTURA,(805) 646-1401,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,NA,16,7,1,0,1,0,,8,NA,NA,NA,NA,5,11,1,0,1,0,,8,NA,5,12,4,
051335,BEAR VALLEY COMMUNITY HOSPITAL,41870 GARSTIN DR,BIG BEAR LAKE,CA,92315,SAN BERNARDINO,(909) 866-6501,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,NA,NA,NA,NA,5,8,NA,5,12,3,
051336,SOUTHERN MONTEREY COUNTY MEMORIAL HOSPITAL,300 CANAL STREET,KING CITY,CA,93930,MONTEREY,(831) 385-6000,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,1,0,1,0,,8,NA,5,12,5,
051337,HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,HOLLISTER,CA,95023,SAN BENITO,(831) 637-5711,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,2,0,2,0,,8,NA,5,12,3,
053300,VALLEY CHILDREN'S HOSPITAL,9300 VALLEY CHILDRENS PLACE,MADERA,CA,93636,MADERA,(559) 353-5116,Childrens,Voluntary non-profit - Private,Yes,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
053301,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,747 52ND STREET,OAKLAND,CA,94609,ALAMEDA,(510) 428-3000,Childrens,Voluntary non-profit - Private,Yes,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
053302,CHILDREN'S HOSP OF LOS ANGELES,"4650 SUNSET BLVD, MS 108",LOS ANGELES,CA,90027,LOS ANGELES,(323) 669-2164,Childrens,Voluntary non-profit - Private,Yes,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
053303,RADY CHILDREN'S HOSPITAL - SAN DIEGO,3020 CHILDRENS WAY,SAN DIEGO,CA,92123,SAN DIEGO,(858) 576-1700,Childrens,Voluntary non-profit - Other,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
053304,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1201 W LA VETA AVE,ORANGE,CA,92868,ORANGE,(714) 997-3000,Childrens,Voluntary non-profit - Other,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
053305,LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,725 WELCH ROAD,PALO ALTO,CA,94304,SANTA CLARA,(650) 497-8000,Childrens,Voluntary non-profit - Private,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
053306,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR",MISSION VIEJO,CA,92691,ORANGE,(949) 365-2408,Childrens,Voluntary non-profit - Private,Yes,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
053308,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,393 S TUSTIN STREET,ORANGE,CA,92866,ORANGE,(714) 289-2400,Childrens,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
053309,MEMORIAL CARE MILLER CHILDREN'S &  WOMEN'S HOSP LB,2801 ATLANTIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,(562) 933-8001,Childrens,Voluntary non-profit - Other,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
053311,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,2425 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,SACRAMENTO,(916) 453-2000,Childrens,Voluntary non-profit - Private,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054009,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,150 MEDICAL PLAZA-RM-4230C,LOS ANGELES,CA,90095,LOS ANGELES,(310) 825-6962,Psychiatric,Government - State,Yes,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054028,GATEWAYS HOSP  MENTAL HEALTH CTR,1891 EFFIE ST,LOS ANGELES,CA,90026,LOS ANGELES,(213) 666-0171,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054032,BHC ALHAMBRA HOSPITAL,4619 N ROSEMEAD BLVD,ROSEMEAD,CA,91770,LOS ANGELES,(626) 286-1191,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054053,DEL AMO HOSPITAL,23700 CAMINO DEL SOL,TORRANCE,CA,90505,LOS ANGELES,(310) 530-1151,Psychiatric,Proprietary,Yes,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054055,COLLEGE HOSPITAL,10802 COLLEGE PL,CERRITOS,CA,90703,LOS ANGELES,(562) 924-9581,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054069,AURORA CHARTER OAK,1161 E COVINA BLVD,COVINA,CA,91724,LOS ANGELES,(626) 966-1632,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054074,ADVENTIST HEALTH VALLEJO,525 OREGON ST,VALLEJO,CA,94590,SOLANO,(707) 648-2200,Psychiatric,Voluntary non-profit - Private,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054075,ALVARADO PARKWAY INSTITUTE BEHAVIORAL HEALTH SYSTE,7050 PARKWAY DRIVE,LA MESA,CA,91942,SAN DIEGO,(619) 465-4411,Psychiatric,Voluntary non-profit - Private,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054077,AURORA VISTA DEL MAR HOSPITAL,801 SENECA ST,VENTURA,CA,93001,VENTURA,(805) 653-6434,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054078,AURORA LAS ENCINAS,2900 E DEL MAR BLVD,PASADENA,CA,91107,LOS ANGELES,(866) 279-3709,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054087,"BHC SIERRA VISTA HOSPITAL, INC",8001 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,SACRAMENTO,(916) 423-2000,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054089,JEWISH HOME & REHAB CENTER,302  SILVER AVENUE,SAN FRANCISCO,CA,94112,SAN FRANCISCO,(415) 334-2500,Psychiatric,Voluntary non-profit - Private,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054093,LOMA LINDA UNIVERSITY BEHAVIORAL MED CTR,1710 BARTON ROAD,REDLANDS,CA,92373,SAN BERNARDINO,(909) 558-9200,Psychiatric,Voluntary non-profit - Private,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054095,AURORA SAN DIEGO,11878 AVENUE OF INDUSTRY,SAN DIEGO,CA,92128,SAN DIEGO,(858) 487-3200,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054096,SUTTER CENTER FOR PSYCHIATRY,7700 FOLSOM BLVD,SACRAMENTO,CA,95826,SACRAMENTO,(916) 386-3000,Psychiatric,Voluntary non-profit - Private,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054104,HERITAGE OAKS HOSPITAL,4250 AUBURN BLVD,SACRAMENTO,CA,95841,SACRAMENTO,(916) 489-3336,Psychiatric,Proprietary,Yes,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054110,BHC FREMONT HOSPITAL INC,39001 SUNDALE DRIVE,FREMONT,CA,94538,ALAMEDA,(510) 796-1100,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054111,CANYON RIDGE HOSPITAL,5353 G STREET,CHINO,CA,91710,SAN BERNARDINO,(909) 590-3700,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054122,DEPT OF STATE HOSPITALS - NAPA,2100 NAPA VALLEJO HIGHWAY,NAPA,CA,94558,NAPA,(707) 253-5000,Psychiatric,Government - State,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054123,ST JOSEPH'S BEHAVIORAL HEALTH CENTER,2510 N  CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 461-2000,Psychiatric,Voluntary non-profit - Private,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054124,SEMPERVIRENS,720 WOOD ST,EUREKA,CA,95501,HUMBOLDT,(707) 268-2990,Psychiatric,Government - Local,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054125,SANTA BARBARA COUNTY PSYCHIATRIC HEALTH FACILITY,315 CAMINO DEL REMEDIO,SANTA BARBARA,CA,93110,SANTA BARBARA,(805) 681-5244,Psychiatric,Government - Local,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054130,PACIFIC GROVE HOSPITAL,5900 BROCKTON AVE,RIVERSIDE,CA,92506,RIVERSIDE,(951) 275-8400,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054131,JOHN MUIR BEHAVIORAL HEALTH CENTER,2740 GRANT STREET,CONCORD,CA,94524,CONTRA COSTA,(925) 674-4101,Psychiatric,Voluntary non-profit - Private,Yes,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054133,DEPT OF STATE HOSPITALS - METROPOLITAN - PSY,11401 S NORWALK BLVD,NORWALK,CA,90650,LOS ANGELES,(562) 863-7011,Psychiatric,Government - State,Yes,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054135,NEWPORT BAY HOSPITAL,1501 E 16TH ST,NEWPORT BEACH,CA,92663,ORANGE,(949) 650-9750,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054144,UCSF LANGLEY PORTER PSYCHIATRIC HOSPITAL AND CLINICS,401 PARNASSUS AVENUE,SAN FRANCISCO,CA,94143,SAN FRANCISCO,(415) 476-7000,Psychiatric,Government - State,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054145,SHARP MESA VISTA HOSPITAL,7850 VISTA HILL AVENUE,SAN DIEGO,CA,92123,SAN DIEGO,(858) 278-4110,Psychiatric,Voluntary non-profit - Private,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054146,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,"2633 E 27TH STREET, BUILDING B",OAKLAND,CA,94601,ALAMEDA,(510) 535-5115,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054147,JOYCE EISENBERG KEEFER MEDICAL CENTER,7150 TAMPA AVENUE,RESEDA,CA,91335,LOS ANGELES,(818) 774-3314,Psychiatric,Voluntary non-profit - Private,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054148,TARZANA TREATMENT CENTER,18646 OXNARD STREET,TARZANA,CA,91356,LOS ANGELES,(818) 996-1051,Psychiatric,Voluntary non-profit - Private,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054149,WILLOW ROCK CENTER,2050 FAIRMONT DRIVE,SAN LEANDRO,CA,94578,ALAMEDA,(510) 895-5502,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054150,KAISER PERMANENTE PSYCHIATRIC HEALTH FACILITY-SANT,3840 HOMESTEAD ROAD,SANTA CLARA,CA,95051,SANTA CLARA,(408) 851-4850,Psychiatric,Proprietary,Yes,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054151,"AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA, LLC",1287 FULTON ROAD,SANTA ROSA,CA,95401,SONOMA,(707) 800-7700,Psychiatric,Proprietary,Yes,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054152,SANTA CRUZ COUNTY PSYCHIATRIC HEALTH FACILITY,"2250 SOQUEL AVENUE, SUITE 150",SANTA CRUZ,CA,95062,SANTA CRUZ,(831) 600-2801,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054153,OCEAN VIEW PSYCHIATRIC HEALTH FACILITY,"2600 REDONDO AVENUE, SUITE 500",LONG BEACH,CA,90806,LOS ANGELES,(844) 562-1212,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054154,SAN JOSE BEHAVIORAL HEALTH,455 SILICON VALLEY BOULEVARD,SAN JOSE,CA,95138,SANTA CLARA,(669) 234-5959,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054155,"BAKERSFIELD BEHAVIORAL HEALTHCARE HOSPITAL, LLC",5201 WHITE LANE,BAKERSFIELD,CA,93309,KERN,(661) 398-1800,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054157,GLENDORA  HOSPITAL,150 WEST ROUTE 66,GLENDORA,CA,91740,LOS ANGELES,(626) 852-5050,Psychiatric,Voluntary non-profit - Private,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
